City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3hrs),Snow inches (last 3hrs)
224,Koumac,NC,2022-07-16 02:17:08,-20.5667,164.2833,73.51,51,0,18.63,clear sky,0.0,0.0
225,Flinders,AU,2022-07-16 02:17:08,-34.5833,150.8552,62.38,53,100,4.0,overcast clouds,0.0,0.0
226,Lais,PH,2022-07-16 02:17:08,6.3328,125.6464,83.08,77,97,3.31,moderate rain,0.0,0.0
227,Lorengau,PG,2022-07-16 02:17:09,-2.0226,147.2712,83.73,70,68,12.97,broken clouds,0.0,0.0
228,Nacala,MZ,2022-07-16 02:17:09,-14.5428,40.6728,62.82,84,29,8.08,scattered clouds,0.0,0.0
229,Cidreira,BR,2022-07-16 02:17:09,-30.1811,-50.2056,62.98,95,100,5.88,overcast clouds,0.0,0.0
230,General Roca,AR,2022-07-16 02:17:04,-39.0333,-67.5833,38.62,75,100,8.52,overcast clouds,0.0,0.0
231,Champerico,GT,2022-07-16 02:17:10,14.3,-91.9167,75.36,92,100,13.2,overcast clouds,0.0,0.0
232,Chernyshevskiy,RU,2022-07-16 02:17:10,63.0128,112.4714,57.76,98,100,6.26,moderate rain,0.0,0.0
233,Balkanabat,TM,2022-07-16 02:17:10,39.5108,54.3671,81.37,60,0,8.23,clear sky,0.0,0.0
234,Hambantota,LK,2022-07-16 02:17:10,6.1241,81.1185,80.55,76,100,16.42,overcast clouds,0.0,0.0
235,Petropavlovsk-Kamchatskiy,RU,2022-07-16 02:14:29,53.0452,158.6483,72.19,64,20,17.9,few clouds,0.0,0.0
236,Cabo Rojo,PR,2022-07-16 02:17:11,18.0866,-67.1457,81.68,89,6,13.09,clear sky,0.0,0.0
237,Kuruman,ZA,2022-07-16 02:17:11,-27.4524,23.4325,48.81,39,6,6.49,clear sky,0.0,0.0
238,Terney,RU,2022-07-16 02:17:11,45.0503,136.6092,59.63,96,100,14.23,moderate rain,0.0,0.0
239,Yulara,AU,2022-07-16 02:17:12,-25.2406,130.9889,62.37,16,0,3.51,clear sky,0.0,0.0
240,Jacmel,HT,2022-07-16 02:17:12,18.2342,-72.5347,84.04,80,40,2.37,scattered clouds,0.0,0.0
241,Guiratinga,BR,2022-07-16 02:17:12,-16.3494,-53.7583,72.19,46,91,2.3,overcast clouds,0.0,0.0
242,Ust-Maya,RU,2022-07-16 02:17:13,60.4167,134.5333,85.14,51,5,2.82,clear sky,0.0,0.0
243,Chunoyar,RU,2022-07-16 02:17:13,57.4467,97.3217,64.99,53,62,3.49,broken clouds,0.0,0.0
244,Saskylakh,RU,2022-07-16 02:17:13,71.9167,114.0833,59.36,49,24,0.81,few clouds,0.0,0.0
245,Arlit,NE,2022-07-16 02:17:14,18.7369,7.3853,85.1,51,54,24.56,broken clouds,0.0,0.0
246,Tari,NG,2022-07-16 02:17:14,12.4086,4.4914,75.74,81,100,7.18,light rain,0.0,0.0
247,Fort Nelson,CA,2022-07-16 02:17:14,58.8053,-122.7002,76.59,31,75,2.3,broken clouds,0.0,0.0
248,Leku,ET,2022-07-16 02:17:15,6.8667,38.45,58.01,97,99,3.56,light rain,0.0,0.0
249,Vao,NC,2022-07-16 02:17:15,-22.6667,167.4833,68.68,55,0,18.79,clear sky,0.0,0.0
250,Tautira,PF,2022-07-16 02:17:15,-17.7333,-149.15,75.7,67,62,23.44,broken clouds,0.0,0.0
251,Tura,IN,2022-07-16 02:17:15,25.5198,90.2201,80.64,84,6,4.83,clear sky,0.0,0.0
252,Poronaysk,RU,2022-07-16 02:17:16,49.2167,143.1167,59.07,74,76,8.9,broken clouds,0.0,0.0
253,Coquimbo,CL,2022-07-16 02:17:16,-29.9533,-71.3436,47.93,93,75,6.91,broken clouds,0.0,0.0
254,Kawalu,ID,2022-07-16 02:17:16,-7.3817,108.2082,75.61,92,88,2.82,overcast clouds,0.0,0.0
255,Gweta,BW,2022-07-16 02:17:17,-20.1833,25.2333,54.61,53,0,11.21,clear sky,0.0,0.0
256,Chebsara,RU,2022-07-16 02:17:17,59.2002,38.8356,50.94,98,17,5.66,few clouds,0.0,0.0
257,Nouadhibou,MR,2022-07-16 02:17:17,20.931,-17.0347,68.41,88,2,18.92,clear sky,0.0,0.0
258,Kaeo,NZ,2022-07-16 02:14:56,-35.1,173.7833,59.32,78,6,8.1,light rain,0.0,0.0
259,Pevek,RU,2022-07-16 02:17:18,69.7008,170.3133,38.68,66,87,4.92,overcast clouds,0.0,0.0
260,Paramonga,PE,2022-07-16 02:17:18,-10.6667,-77.8333,60.62,86,31,11.77,scattered clouds,0.0,0.0
261,Rio Gallegos,AR,2022-07-16 02:15:42,-51.6226,-69.2181,28.45,86,20,16.11,few clouds,0.0,0.0
262,Wum,CM,2022-07-16 02:17:19,6.3833,10.0667,64.26,97,100,1.99,overcast clouds,0.0,0.0
263,Port Blair,IN,2022-07-16 02:17:19,11.6667,92.75,82.27,80,99,12.73,overcast clouds,0.0,0.0
264,Kruisfontein,ZA,2022-07-16 02:17:19,-34.0033,24.7314,53.51,68,100,6.15,overcast clouds,0.0,0.0
265,Arman,RU,2022-07-16 02:17:19,59.7,150.1667,62.96,79,100,5.59,overcast clouds,0.0,0.0
266,Luganville,VU,2022-07-16 02:17:20,-15.5333,167.1667,78.69,82,37,13.09,scattered clouds,0.0,0.0
267,Cockburn Town,TC,2022-07-16 02:17:20,21.4612,-71.1419,81.68,87,84,20.98,broken clouds,0.0,0.0
268,Minatitlan,MX,2022-07-16 02:17:20,17.9833,-94.5167,77.43,90,86,6.51,overcast clouds,0.0,0.0
269,Inza,RU,2022-07-16 02:17:21,53.8533,46.3586,58.41,85,2,4.07,clear sky,0.0,0.0
270,Sainte-Anne-Des-Monts,CA,2022-07-16 02:17:21,49.124,-66.4924,66.07,63,43,19.57,scattered clouds,0.0,0.0
271,Leh,IN,2022-07-16 02:16:07,34.1667,77.5833,55.98,63,96,5.41,overcast clouds,0.0,0.0
272,Santiago,CL,2022-07-16 02:13:26,-33.4569,-70.6483,43.54,75,75,6.91,moderate rain,0.0,0.0
273,Lokomotivnyy,RU,2022-07-16 02:17:22,53.0118,60.5684,62.38,83,0,15.08,clear sky,0.0,0.0
274,Laela,TZ,2022-07-16 02:17:22,-8.5667,32.05,52.7,91,31,4.03,scattered clouds,0.0,0.0
275,Katobu,ID,2022-07-16 02:17:22,-4.9408,122.5276,83.44,60,100,7.85,overcast clouds,0.0,0.0
276,Mehamn,NO,2022-07-16 02:17:23,71.0357,27.8492,53.55,87,20,4.61,few clouds,0.0,0.0
277,Thunder Bay,CA,2022-07-16 02:17:17,48.4001,-89.3168,67.98,82,20,6.91,few clouds,0.0,0.0
278,Hasaki,JP,2022-07-16 02:17:23,35.7333,140.8333,77.4,89,100,8.32,light rain,0.0,0.0
279,Chastyye,RU,2022-07-16 02:17:23,57.2888,54.9728,60.21,92,47,4.54,scattered clouds,0.0,0.0
280,Soyo,AO,2022-07-16 02:17:24,-6.1349,12.3689,69.03,95,18,7.43,few clouds,0.0,0.0
281,Saint-Philippe,RE,2022-07-16 02:17:24,-21.3585,55.7679,65.79,86,58,11.48,light rain,0.0,0.0
282,Longyearbyen,SJ,2022-07-16 02:17:24,78.2186,15.6401,51.64,71,75,19.57,broken clouds,0.0,0.0
283,Savannah Bight,HN,2022-07-16 02:17:24,16.45,-85.85,81.77,81,100,18.97,overcast clouds,0.0,0.0
284,El Sauzal,MX,2022-07-16 02:17:25,31.9,-116.6833,68.41,77,39,4.29,scattered clouds,0.0,0.0
285,Sisimiut,GL,2022-07-16 02:17:25,66.9395,-53.6735,39.97,90,100,11.63,overcast clouds,0.0,0.0
286,Lujan,AR,2022-07-16 02:17:25,-34.5703,-59.105,51.51,87,17,7.47,few clouds,0.0,0.0
287,Jiazi,CN,2022-07-16 02:17:26,22.8779,116.067,86.56,76,100,16.44,overcast clouds,0.0,0.0
288,Alofi,NU,2022-07-16 02:15:21,-19.0595,-169.9187,82.29,61,13,14.97,few clouds,0.0,0.0
289,Hoquiam,US,2022-07-16 02:17:26,46.9809,-123.8893,65.84,92,100,6.91,mist,0.0,0.0
290,Bitung,ID,2022-07-16 02:17:27,1.4451,125.1824,88.65,79,100,15.26,overcast clouds,0.0,0.0
291,Saint Paul,US,2022-07-16 02:13:23,44.9444,-93.0933,82.96,59,75,8.05,broken clouds,0.0,0.0
292,Esik,KZ,2022-07-16 02:17:27,43.3552,77.4525,76.42,29,0,4.81,clear sky,0.0,0.0
293,Kitimat,CA,2022-07-16 02:13:31,54.0524,-128.6534,54.91,24,100,3.0,overcast clouds,0.0,0.0
294,Qasigiannguit,GL,2022-07-16 02:17:27,68.8193,-51.1922,39.45,86,30,4.29,scattered clouds,0.0,0.0
295,Mocuba,MZ,2022-07-16 02:17:28,-16.8392,36.9856,57.18,93,4,4.79,clear sky,0.0,0.0
296,Isangel,VU,2022-07-16 02:16:03,-19.55,169.2667,73.51,68,100,13.8,overcast clouds,0.0,0.0
297,Namwala,ZM,2022-07-16 02:17:28,-15.7504,26.4384,54.68,58,1,4.72,clear sky,0.0,0.0
298,Ongandjera,NA,2022-07-16 02:17:28,-17.8833,15.0667,55.24,33,0,10.13,clear sky,0.0,0.0
299,Bull Savanna,JM,2022-07-16 02:17:29,17.8868,-77.5902,76.98,82,58,4.76,broken clouds,0.0,0.0
300,Ardabil,IR,2022-07-16 02:17:29,38.2498,48.2933,47.75,71,0,4.61,clear sky,0.0,0.0
301,Russkaya Polyana,UA,2022-07-16 02:17:29,49.417,31.9201,55.72,90,44,5.95,scattered clouds,0.0,0.0
302,Nanortalik,GL,2022-07-16 02:17:30,60.1432,-45.2371,40.5,92,100,10.09,overcast clouds,0.0,0.0
303,Kavieng,PG,2022-07-16 02:17:30,-2.5744,150.7967,84.11,68,56,8.14,broken clouds,0.0,0.0
304,Amurzet,RU,2022-07-16 02:17:30,47.6967,131.0981,67.44,84,98,11.45,overcast clouds,0.0,0.0
305,Atar,MR,2022-07-16 02:17:30,20.5169,-13.0499,89.08,34,0,7.38,clear sky,0.0,0.0
306,Sitka,US,2022-07-16 02:17:31,57.0531,-135.33,55.29,88,100,0.0,overcast clouds,0.0,0.0
307,Key West,US,2022-07-16 02:13:02,24.5557,-81.7826,87.8,33,20,9.22,few clouds,0.0,0.0
308,Shimoda,JP,2022-07-16 02:17:17,34.6667,138.95,75.56,95,100,3.56,moderate rain,0.0,0.0
309,Haines Junction,CA,2022-07-16 02:17:31,60.7522,-137.5108,64.35,48,100,6.91,overcast clouds,0.0,0.0
310,Dano,BF,2022-07-16 02:17:32,11.15,-3.0667,71.76,91,100,10.2,moderate rain,0.0,0.0
311,Constitucion,CL,2022-07-16 02:14:56,-35.3333,-72.4167,43.88,90,100,6.87,overcast clouds,0.0,0.0
312,Talnakh,RU,2022-07-16 02:17:32,69.4865,88.3972,65.21,49,4,0.83,clear sky,0.0,0.0
313,Madeji,PK,2022-07-16 02:17:32,27.7544,68.4526,82.42,81,95,7.67,overcast clouds,0.0,0.0
314,Cabras,IT,2022-07-16 02:17:33,39.93,8.5314,71.76,71,0,3.33,clear sky,0.0,0.0
315,Rexburg,US,2022-07-16 02:14:06,43.826,-111.7897,87.31,32,0,0.0,clear sky,0.0,0.0
316,Ponta Delgada,PT,2022-07-16 02:17:33,37.7333,-25.6667,70.5,83,20,4.61,few clouds,0.0,0.0
317,Port Hawkesbury,CA,2022-07-16 02:17:33,45.6169,-61.3485,60.39,94,20,4.0,few clouds,0.0,0.0
318,Resen,MK,2022-07-16 02:17:34,41.0889,21.0122,64.98,54,0,0.74,clear sky,0.0,0.0
319,Lata,PT,2022-07-16 02:17:34,40.1629,-8.3327,63.84,84,96,2.13,overcast clouds,0.0,0.0
320,Severobaykalsk,RU,2022-07-16 02:17:34,55.65,109.3167,51.55,96,100,2.13,light rain,0.0,0.0
321,Mogadishu,SO,2022-07-16 02:16:47,2.0371,45.3438,75.96,82,63,17.09,broken clouds,0.0,0.0
322,Hami,CN,2022-07-16 02:17:35,42.8,93.45,86.4,8,100,16.42,overcast clouds,0.0,0.0
323,Azul,AR,2022-07-16 02:17:35,-36.777,-59.8585,47.34,80,100,15.46,overcast clouds,0.0,0.0
324,Lucapa,AO,2022-07-16 02:17:35,-8.4192,20.7447,68.68,35,86,4.59,overcast clouds,0.0,0.0
325,San Luis,AR,2022-07-16 02:17:35,-33.295,-66.3356,35.56,97,100,8.43,overcast clouds,0.0,0.0
326,Steyr,AT,2022-07-16 02:17:36,48.0427,14.4213,58.51,86,100,0.45,overcast clouds,0.0,0.0
327,Georgetown,MY,2022-07-16 02:17:36,5.4112,100.3354,85.93,81,20,3.44,few clouds,0.0,0.0
328,Lima,PE,2022-07-16 02:17:36,-12.0432,-77.0282,59.25,82,100,12.66,overcast clouds,0.0,0.0
329,Otane,NZ,2022-07-16 02:17:37,-39.8833,176.6333,54.01,58,16,7.85,few clouds,0.0,0.0
330,Ponta Do Sol,PT,2022-07-16 02:17:37,32.6667,-17.1,69.71,81,10,3.69,clear sky,0.0,0.0
331,Aklavik,CA,2022-07-16 02:17:37,68.2191,-135.0107,61.29,40,85,8.48,overcast clouds,0.0,0.0
332,Muscle Shoals,US,2022-07-16 02:17:38,34.7448,-87.6675,81.14,73,0,1.01,clear sky,0.0,0.0
333,Batagay-Alyta,RU,2022-07-16 02:17:38,67.8006,130.4114,53.98,71,92,7.92,overcast clouds,0.0,0.0
334,Veinticinco De Mayo,AR,2022-07-16 02:17:38,-35.4323,-60.1727,48.97,89,30,5.99,scattered clouds,0.0,0.0
335,Kem,RU,2022-07-16 02:17:38,64.9555,34.5793,56.79,93,100,1.39,overcast clouds,0.0,0.0
336,Tilichiki,RU,2022-07-16 02:17:39,60.4667,166.1,55.96,74,94,9.4,overcast clouds,0.0,0.0
337,Yorosso,ML,2022-07-16 02:17:39,12.3536,-4.7761,72.27,91,100,9.46,moderate rain,0.0,0.0
338,Churapcha,RU,2022-07-16 02:17:39,62.0025,132.4325,80.65,57,38,2.26,scattered clouds,0.0,0.0
339,Ararangua,BR,2022-07-16 02:17:40,-28.9347,-49.4858,65.05,87,100,2.37,overcast clouds,0.0,0.0
340,Tombouctou,ML,2022-07-16 02:17:40,20.0,-3.0,92.16,10,3,7.27,clear sky,0.0,0.0
341,Ganzhou,CN,2022-07-16 02:17:40,28.8184,115.4327,91.87,59,100,8.3,overcast clouds,0.0,0.0
342,May Pen,JM,2022-07-16 02:17:41,17.9645,-77.2451,81.61,87,19,1.41,few clouds,0.0,0.0
343,Ruzhyn,UA,2022-07-16 02:17:41,49.7228,29.2046,54.39,79,57,5.01,broken clouds,0.0,0.0
344,Boffa,GN,2022-07-16 02:17:41,10.1667,-14.0333,77.5,94,100,2.04,overcast clouds,0.0,0.0
345,Ormara,PK,2022-07-16 02:17:42,25.2088,64.6357,83.34,82,100,8.19,overcast clouds,0.0,0.0
346,Lusambo,CD,2022-07-16 02:17:42,-4.9667,23.45,75.56,45,79,1.23,broken clouds,0.0,0.0
347,Ucluelet,CA,2022-07-16 02:15:18,48.9329,-125.5528,57.09,93,100,5.59,overcast clouds,0.0,0.0
348,Howard Springs,AU,2022-07-16 02:17:42,-12.497,131.047,77.99,58,69,10.94,broken clouds,0.0,0.0
349,Bubaque,GW,2022-07-16 02:17:43,11.2833,-15.8333,80.2,81,97,12.71,overcast clouds,0.0,0.0
350,Grand Gaube,MU,2022-07-16 02:17:43,-20.0064,57.6608,70.38,74,99,5.99,overcast clouds,0.0,0.0
351,Kieta,PG,2022-07-16 02:17:43,-6.2167,155.6333,84.76,67,87,6.73,light rain,0.0,0.0
352,Vila Franca Do Campo,PT,2022-07-16 02:17:43,37.7167,-25.4333,70.2,91,61,9.73,light rain,0.0,0.0
353,Bathsheba,BB,2022-07-16 02:17:44,13.2167,-59.5167,83.01,89,75,16.11,broken clouds,0.0,0.0
354,Kharovsk,RU,2022-07-16 02:17:44,59.9642,40.1912,51.28,96,24,6.24,few clouds,0.0,0.0
355,Palmer,US,2022-07-16 02:17:44,42.1584,-72.3287,71.15,76,0,4.61,clear sky,0.0,0.0
356,Lasa,IT,2022-07-16 02:17:45,46.6166,10.7002,67.08,90,2,3.47,clear sky,0.0,0.0
357,Arbagar,RU,2022-07-16 02:17:45,51.9438,116.2805,65.73,90,100,6.06,light rain,0.0,0.0
358,Mikumi,TZ,2022-07-16 02:17:45,-7.4041,36.9831,63.34,91,81,2.53,broken clouds,0.0,0.0
359,Grantham,GB,2022-07-16 02:17:46,52.9115,-0.6418,55.69,82,9,5.75,clear sky,0.0,0.0
360,Kapit,MY,2022-07-16 02:17:46,2.0167,112.9333,84.92,69,90,2.15,overcast clouds,0.0,0.0
361,Saint-Augustin,CA,2022-07-16 02:17:46,51.226,-58.6502,55.8,85,85,8.9,overcast clouds,0.0,0.0
362,Port Hedland,AU,2022-07-16 02:17:46,-20.3167,118.5667,75.25,17,0,13.8,clear sky,0.0,0.0
363,Sawtell,AU,2022-07-16 02:17:47,-30.3833,153.1,67.19,45,100,11.5,overcast clouds,0.0,0.0
364,Nova Vicosa,BR,2022-07-16 02:17:47,-17.8919,-39.3719,71.22,80,95,7.38,overcast clouds,0.0,0.0
365,Warwick,US,2022-07-16 02:17:47,41.7001,-71.4162,71.29,75,20,5.75,few clouds,0.0,0.0
366,Boralday,KZ,2022-07-16 02:17:48,43.3578,76.8594,80.46,36,0,0.0,clear sky,0.0,0.0
367,Erzin,TR,2022-07-16 02:17:48,36.9559,36.2,74.28,87,35,2.15,scattered clouds,0.0,0.0
368,Maun,BW,2022-07-16 02:17:48,-19.9833,23.4167,58.96,51,0,12.66,clear sky,0.0,0.0
369,Vicente Guerrero,MX,2022-07-16 02:17:49,19.1194,-98.1708,56.59,85,100,4.09,overcast clouds,0.0,0.0
370,Limot,PH,2022-07-16 02:17:49,7.0405,126.2727,85.87,63,100,3.24,moderate rain,0.0,0.0
371,Paamiut,GL,2022-07-16 02:17:49,61.994,-49.6678,40.03,83,100,2.33,overcast clouds,0.0,0.0
372,Nioro,GM,2022-07-16 02:17:50,13.35,-15.75,79.38,84,100,6.24,overcast clouds,0.0,0.0
373,Savonlinna,FI,2022-07-16 02:17:50,61.8699,28.88,55.45,94,40,6.91,scattered clouds,0.0,0.0
374,Isla Mujeres,MX,2022-07-16 02:17:50,21.2311,-86.731,82.45,80,84,9.8,broken clouds,0.0,0.0
375,Evensk,RU,2022-07-16 02:17:50,61.95,159.2333,65.03,65,10,12.03,clear sky,0.0,0.0
376,Cape Coast,GH,2022-07-16 02:17:51,5.1053,-1.2466,75.02,90,100,11.43,light rain,0.0,0.0
377,Vila Do Maio,CV,2022-07-16 02:17:51,15.1333,-23.2167,75.99,82,20,6.53,few clouds,0.0,0.0
378,Staraya Poltavka,RU,2022-07-16 02:17:51,50.4772,46.4814,65.77,67,0,1.86,clear sky,0.0,0.0
379,Verkhnyaya Toyma,RU,2022-07-16 02:17:52,62.2349,44.9985,59.22,97,99,3.56,overcast clouds,0.0,0.0
380,Namatanai,PG,2022-07-16 02:17:52,-3.6667,152.4333,84.47,66,84,4.83,broken clouds,0.0,0.0
381,Cap Malheureux,MU,2022-07-16 02:17:52,-19.9842,57.6142,70.47,74,98,5.99,overcast clouds,0.0,0.0
382,Walvis Bay,NA,2022-07-16 02:17:53,-22.9575,14.5053,72.55,21,0,17.27,clear sky,0.0,0.0
383,Nelson Bay,AU,2022-07-16 02:13:06,-32.7167,152.15,60.12,64,100,7.0,overcast clouds,0.0,0.0
384,Kamiiso,JP,2022-07-16 02:17:53,41.8167,140.65,64.78,94,75,18.41,broken clouds,0.0,0.0
385,Narsaq,GL,2022-07-16 02:17:53,60.9167,-46.05,48.42,89,100,6.2,overcast clouds,0.0,0.0
386,Marawi,PH,2022-07-16 02:17:53,7.9986,124.2928,81.16,65,50,2.08,scattered clouds,0.0,0.0
387,Biak,ID,2022-07-16 02:17:54,-0.9131,122.8766,76.55,84,100,8.37,overcast clouds,0.0,0.0
388,Zhaotong,CN,2022-07-16 02:17:54,27.3167,103.7167,73.65,67,100,4.65,overcast clouds,0.0,0.0
389,Cocorit,MX,2022-07-16 02:17:54,27.5833,-109.9667,88.14,59,100,10.89,overcast clouds,0.0,0.0
390,Salinas,US,2022-07-16 02:14:59,36.6777,-121.6555,83.21,72,0,16.11,clear sky,0.0,0.0
391,Lebu,CL,2022-07-16 02:17:55,-37.6167,-73.65,44.26,82,26,2.64,scattered clouds,0.0,0.0
392,Muros,ES,2022-07-16 02:17:55,42.7762,-9.0603,67.15,92,28,0.45,scattered clouds,0.0,0.0
393,Te Anau,NZ,2022-07-16 02:17:55,-45.4167,167.7167,42.82,78,17,2.66,few clouds,0.0,0.0
394,Kailua,US,2022-07-16 02:16:23,21.4022,-157.7394,84.18,71,0,12.66,clear sky,0.0,0.0
395,Codrington,AU,2022-07-16 02:17:56,-38.2667,141.9667,52.48,58,100,23.49,overcast clouds,0.0,0.0
396,Edson,CA,2022-07-16 02:15:17,53.5835,-116.4356,78.91,38,0,9.22,clear sky,0.0,0.0
397,Xintai,CN,2022-07-16 02:17:56,35.9006,117.7519,84.61,66,98,2.77,overcast clouds,0.0,0.0
398,Adeje,ES,2022-07-16 02:17:57,28.1227,-16.726,73.87,78,40,8.05,scattered clouds,0.0,0.0
399,Shanting,CN,2022-07-16 02:16:09,35.0753,117.4578,85.21,73,100,4.18,moderate rain,0.0,0.0
400,Shumskiy,RU,2022-07-16 02:17:57,54.8318,99.1328,61.74,67,61,2.3,light rain,0.0,0.0
401,Machiques,VE,2022-07-16 02:17:57,10.0644,-72.545,77.41,76,17,7.02,few clouds,0.0,0.0
402,Osmanabad,IN,2022-07-16 02:15:12,18.1667,76.05,71.53,91,100,11.14,overcast clouds,0.0,0.0
403,Makarov,RU,2022-07-16 02:17:58,48.6333,142.8,59.34,72,71,7.38,broken clouds,0.0,0.0
404,Mecca,SA,2022-07-16 02:16:19,21.4267,39.8261,85.44,35,79,4.97,broken clouds,0.0,0.0
405,Jablanica,BA,2022-07-16 02:17:58,43.6603,17.7617,66.33,81,0,5.46,clear sky,0.0,0.0
406,Namtsy,RU,2022-07-16 02:17:58,62.7161,129.6658,81.68,53,91,2.8,overcast clouds,0.0,0.0
407,Athabasca,CA,2022-07-16 02:17:59,54.7169,-113.2854,73.81,75,69,5.44,broken clouds,0.0,0.0
408,Bonavista,CA,2022-07-16 02:17:59,48.6499,-53.1147,55.71,97,89,2.46,overcast clouds,0.0,0.0
409,Saint Anthony,US,2022-07-16 02:17:59,45.0205,-93.218,82.33,65,0,8.05,clear sky,0.0,0.0
410,Bengkulu,ID,2022-07-16 02:18:00,-3.8004,102.2655,79.45,81,100,1.99,overcast clouds,0.0,0.0
411,Anadyr,RU,2022-07-16 02:18:00,64.75,177.4833,57.7,58,20,13.42,few clouds,0.0,0.0
412,Jinka,ET,2022-07-16 02:18:00,5.65,36.65,63.12,77,95,3.96,overcast clouds,0.0,0.0
413,Matara,LK,2022-07-16 02:18:01,5.9485,80.5353,78.62,84,100,8.95,overcast clouds,0.0,0.0
414,Pilar,BR,2022-07-16 02:18:01,-9.5972,-35.9567,75.13,95,29,2.19,scattered clouds,0.0,0.0
415,Sibolga,ID,2022-07-16 02:14:51,1.7427,98.7792,83.64,67,84,0.31,broken clouds,0.0,0.0
416,Los Llanos De Aridane,ES,2022-07-16 02:18:01,28.6585,-17.9182,66.13,95,40,11.5,scattered clouds,0.0,0.0
417,Pokosnoye,RU,2022-07-16 02:18:02,55.5258,101.0536,63.34,57,79,0.16,broken clouds,0.0,0.0
418,Burnie,AU,2022-07-16 02:18:02,-41.0667,145.9167,50.94,77,100,20.15,moderate rain,0.0,0.0
419,Nikolskoye,RU,2022-07-16 02:18:02,59.7035,30.7861,55.8,95,61,6.89,broken clouds,0.0,0.0
420,Worland,US,2022-07-16 02:18:03,44.0169,-107.9554,81.61,31,20,11.5,few clouds,0.0,0.0
421,Mabaruma,GY,2022-07-16 02:18:03,8.2,-59.7833,73.18,99,94,2.66,overcast clouds,0.0,0.0
422,Kota Kinabalu,MY,2022-07-16 02:18:03,5.9749,116.0724,85.98,70,20,3.44,few clouds,0.0,0.0
423,Boyolangu,ID,2022-07-16 02:18:04,-8.1181,111.8935,79.0,83,78,7.09,broken clouds,0.0,0.0
424,The Valley,AI,2022-07-16 02:18:04,18.217,-63.0578,82.26,82,2,21.32,clear sky,0.0,0.0
425,Carinhanha,BR,2022-07-16 02:18:04,-14.3047,-43.765,68.2,51,79,2.89,broken clouds,0.0,0.0
426,Sojitra,IN,2022-07-16 02:18:04,22.55,72.7167,80.98,85,100,13.51,overcast clouds,0.0,0.0
427,Itarema,BR,2022-07-16 02:18:05,-2.9248,-39.9167,78.19,79,42,11.59,scattered clouds,0.0,0.0
428,Paita,PE,2022-07-16 02:18:05,-5.0892,-81.1144,63.27,80,0,19.55,clear sky,0.0,0.0
429,Uyuni,BO,2022-07-16 02:18:05,-20.4597,-66.825,32.49,22,5,14.18,clear sky,0.0,0.0
430,Elban,RU,2022-07-16 02:18:06,50.1018,136.5094,76.89,54,91,9.53,overcast clouds,0.0,0.0
431,Mbandaka,CD,2022-07-16 02:18:06,0.0487,18.2603,71.56,78,18,1.28,few clouds,0.0,0.0
432,Meadow Lake,US,2022-07-16 02:15:17,34.8014,-106.5436,90.88,32,37,13.02,scattered clouds,0.0,0.0
433,Japura,ID,2022-07-16 02:18:07,-0.3167,102.35,81.72,76,62,3.49,broken clouds,0.0,0.0
434,Port Hardy,CA,2022-07-16 02:15:17,50.6996,-127.4199,55.58,94,75,3.44,broken clouds,0.0,0.0
435,Marysville,US,2022-07-16 02:15:18,48.0518,-122.1771,78.71,64,100,5.75,overcast clouds,0.0,0.0
436,Poitiers,FR,2022-07-16 02:18:07,46.5833,0.3333,63.01,51,0,5.75,clear sky,0.0,0.0
437,Okha,RU,2022-07-16 02:18:07,53.5739,142.9478,65.5,64,99,14.05,overcast clouds,0.0,0.0
438,Faya,SA,2022-07-16 02:18:08,18.3851,42.4509,68.52,41,94,7.0,overcast clouds,0.0,0.0
439,Yatou,CN,2022-07-16 02:18:08,37.15,122.3833,81.45,62,23,11.3,few clouds,0.0,0.0
440,Hit,IQ,2022-07-16 02:17:09,33.6416,42.8251,88.65,28,0,16.22,clear sky,0.0,0.0
441,Mopti,ML,2022-07-16 02:18:08,14.6667,-4.0,82.44,78,0,11.5,clear sky,0.0,0.0
442,Goure,NE,2022-07-16 02:18:09,13.9835,10.2704,78.3,71,100,0.34,overcast clouds,0.0,0.0
443,Vestmannaeyjar,IS,2022-07-16 02:18:09,63.4427,-20.2734,53.06,93,100,31.27,overcast clouds,0.0,0.0
444,Half Moon Bay,US,2022-07-16 02:13:47,37.4636,-122.4286,75.58,77,100,17.27,mist,0.0,0.0
445,Ancud,CL,2022-07-16 02:18:09,-41.8697,-73.8203,40.23,79,0,2.73,clear sky,0.0,0.0
446,Long Beach,US,2022-07-16 02:13:39,33.767,-118.1892,86.95,80,0,13.8,clear sky,0.0,0.0
447,Khingansk,RU,2022-07-16 02:18:10,49.1167,131.1833,68.76,65,88,8.46,light rain,0.0,0.0
448,Mutata,CO,2022-07-16 02:18:10,7.2441,-76.4356,75.81,96,50,0.63,scattered clouds,0.0,0.0
449,Abu Zabad,SD,2022-07-16 02:18:11,12.35,29.25,73.47,82,83,6.96,broken clouds,0.0,0.0
450,Tena,EC,2022-07-16 02:18:11,-0.9833,-77.8167,69.15,99,72,3.02,moderate rain,0.0,0.0
451,Syracuse,IT,2022-07-16 02:18:11,37.0881,15.2792,72.99,53,0,3.78,clear sky,0.0,0.0
452,Broome,US,2022-07-16 02:18:12,42.2506,-75.833,66.02,68,95,3.33,overcast clouds,0.0,0.0
