City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
450,Tena,EC,69.15,moderate rain,-0.9833,-77.8167,Hostal Tena Ñaui
451,Syracuse,IT,72.99,clear sky,37.0881,15.2792,Hotel Posta
452,Broome,US,66.02,overcast clouds,42.2506,-75.833,Chenango Valley State Park
453,Yarada,IN,80.92,mist,17.65,83.2667,Yarada Jungle Beach Resorts
454,Vestmanna,FO,47.32,overcast clouds,62.1564,-7.1664,Vestmanna Camping
455,Dudinka,RU,65.62,clear sky,69.4058,86.1778,Hotel Viktoria
460,Tezu,IN,89.76,clear sky,27.9167,96.1667,Circuit House
461,Pacov,CZ,50.68,broken clouds,49.4708,15.0017,Ubytovaní Hrubešovi
462,Ayr,GB,50.31,few clouds,55.4627,-4.6339,Mercure Ayr Hotel
464,Dicabisagan,PH,88.72,overcast clouds,17.0818,122.4157,Nancy Montanes Bernardo
466,Pangody,RU,63.77,clear sky,65.85,74.4859,Elizaveta Shevchuk's House
467,Mrakovo,RU,61.32,clear sky,52.7161,56.6244,Putnik
468,Alihe,CN,71.64,light rain,50.5667,123.7167,Alihe Forestry Hotel
471,Lunca Cernii De Jos,RO,62.55,overcast clouds,45.6333,22.6167,Hanul Lupilor
474,Camacha,PT,65.62,broken clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
476,Batemans Bay,AU,57.61,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
477,Haicheng,CN,72.79,broken clouds,40.8516,122.7475,Haicheng Grand Hotel
479,Sal Rei,CV,74.75,scattered clouds,16.1833,-22.9167,Marine Club Beach Resort
480,Nagato,JP,77.47,overcast clouds,34.3833,131.2,いそう庵
481,Kemijarvi,FI,53.33,light rain,66.7131,27.4306,Hotelli Kemijärvi
482,Santa Rosa,PH,88.11,scattered clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
485,Boa Vista,BR,76.98,clear sky,2.8197,-60.6733,Aipana Plaza Hotel
486,Ravar,IR,77.36,clear sky,31.2656,56.8055,computertik
487,Sao Sebastiao,BR,71.38,broken clouds,-23.76,-45.4097,Hotel Recanto dos Pássaros
488,College,US,64.58,light rain,64.8569,-147.8028,Pike's Waterfront Lodge
490,Haradok,BY,48.31,broken clouds,55.4624,29.9816,Sportivnyy Gorodok
491,Braunau,CZ,52.3,scattered clouds,50.5857,16.3318,Ubytovani na hradbach
492,Curug,ID,73.78,moderate rain,-6.2658,106.5564,BC Lintas Padat Karya
493,Bagdarin,RU,63.03,overcast clouds,54.4333,113.6,Gostevoy Dom Terem
494,Xai-Xai,MZ,66.16,light rain,-25.0519,33.6442,Complexo da Familia
495,Cap-Aux-Meules,CA,59.05,scattered clouds,47.3821,-61.8597,Auberge Madeli
496,Viedma,AR,43.81,overcast clouds,-40.8135,-62.9967,Hotel Cristal
497,Trairi,BR,77.32,few clouds,-3.2778,-39.2689,janelas do mar
498,Vilaka,LV,48.0,overcast clouds,57.1846,27.6722,Million Star Hotel
499,Ozark,US,88.25,clear sky,37.0209,-93.206,Days Inn by Wyndham Ozark Springfield
501,Sabang,ID,82.65,broken clouds,5.8933,95.3214,Hotel Citra
502,Mnogovershinnyy,RU,77.2,few clouds,53.9353,139.9242,Obshchezhitiye 14
503,Santiago De Cao,PE,60.93,mist,-7.9589,-79.2392,Casa de la tía
504,Santa Isabel Do Rio Negro,BR,73.44,overcast clouds,-0.4139,-65.0192,Hotel GSA
505,Wanning,CN,87.44,overcast clouds,18.8003,110.3967,Paradise Hotel
508,Seydi,TM,84.15,clear sky,39.4816,62.9137,Seydi oteli
509,Guerrero Negro,MX,68.83,few clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
511,Miragoane,HT,80.33,scattered clouds,18.4423,-73.0876,Wj hotel
512,Aqtobe,KZ,66.29,clear sky,50.2797,57.2072,"Gostinitsa ""Ilek"" G. Aktobe"
513,Ambon,ID,77.14,scattered clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
515,Sham Churasi,IN,85.33,scattered clouds,31.4997,75.7494,Victoria Resorts
517,Berlevag,NO,53.6,overcast clouds,70.8578,29.0864,Kvitbrakka
518,Pangnirtung,CA,58.5,clear sky,66.1451,-65.7125,Kilabuk Lodge
519,Santa Lucia,ES,63.72,scattered clouds,27.9117,-15.5407,Las Tirajanas
521,Olafsvik,IS,50.88,light rain,64.8945,-23.7142,Hotel Olafsvik
523,Scottsbluff,US,76.28,light rain,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
524,Dakar,SN,79.68,broken clouds,14.6937,-17.4441,Novotel Dakar
525,Waynesville,US,70.88,scattered clouds,35.4887,-82.9887,Best Western Smoky Mountain Inn
526,Baoding,CN,81.86,overcast clouds,38.8511,115.4903,Xiu Lan Hotel
527,Kamaishi,JP,70.61,light rain,39.2667,141.8833,Hotel Route Inn Kamaishi
528,Hun,LY,73.42,clear sky,29.1268,15.9477,Alrwasi Hotel
529,Coahuayana,MX,78.64,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
530,Coaticook,CA,59.67,overcast clouds,45.1334,-71.7991,La Nuitée
532,Mount Gambier,AU,51.57,light rain,-37.8333,140.7667,The Commodore
533,Farafangana,MG,63.23,few clouds,-22.8167,47.8333,Miarina
537,Vermilion,US,73.99,overcast clouds,40.1667,-87.7506,Sparkling Springs Cabin
538,Kostomuksha,RU,51.46,overcast clouds,64.571,30.5767,U Mikhailicha
539,Yenagoa,NG,73.62,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
543,Puerto Princesa,PH,85.98,scattered clouds,9.7392,118.7353,Deep Forest Garden Inn
544,Garowe,SO,74.32,broken clouds,8.4054,48.4845,Curubo Hotel
546,Moyobamba,PE,66.78,scattered clouds,-6.05,-76.9667,Hospedaje Mariluna
547,Rondonopolis,BR,75.22,overcast clouds,-16.4708,-54.6356,Serras Hotel
548,Delesti,RO,59.32,broken clouds,46.7,27.55,Râșnița
549,Houma,US,80.01,clear sky,29.5958,-90.7195,Courtyard by Marriott Houma
551,Tiksi,RU,41.5,overcast clouds,71.6872,128.8694,Arktika
552,Puerto Escondido,MX,81.43,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
553,Brigantine,US,75.15,scattered clouds,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
554,Bezenchuk,RU,61.9,clear sky,52.982,49.4333,Gostevoy Dom Na Pushkina
555,Ramos Arizpe,MX,75.49,scattered clouds,25.55,-100.9667,Mario's Inn
556,Sola,VU,79.9,few clouds,-13.8833,167.55,Leumerus Bungalows
557,Vredendal,ZA,60.67,clear sky,-31.6683,18.5012,Tharrakamma Guest House
558,Roald,NO,54.75,overcast clouds,62.5833,6.1333,Flem Cabins
559,Villarrica,PY,77.94,light rain,-25.75,-56.4333,Mansión Reljuv Tours SA
560,Kerema,PG,78.55,overcast clouds,-7.9631,145.7785,Frena Lodge
561,Lloydminster,CA,79.02,few clouds,53.2835,-110.0016,BCMInns - Lloydminster
562,Accra,GH,75.07,light rain,5.556,-0.1969,Accra City Hotel
